"","GeneName","EnsemblId","esti","pval","nbSegOver","plot","regionName"
"1384","SOST","ENSG00000167941",-0.03,"0.57",1,"reg_17-41490001-41850000-360_ENSG00000167941_SOST.png","17-41490001-41850000-360"
"1385","DUSP3","ENSG00000108861",0.08,"0.31",1,"reg_17-41490001-41850000-360_ENSG00000108861_DUSP3.png","17-41490001-41850000-360"
"1386","MAPT","ENSG00000186868",0.02,"0.45",5,"reg_17-43980001-44280000-300_ENSG00000186868_MAPT.png","17-43980001-44280000-300"
"1387","STH","ENSG00000256762",0.25,"0.11",1,"reg_17-43980001-44280000-300_ENSG00000256762_STH.png","17-43980001-44280000-300"
"1388","KANSL1","ENSG00000120071",0.33,"0.027",6,"reg_17-43980001-44280000-300_ENSG00000120071_KANSL1.png","17-43980001-44280000-300"
"1389","NSF","ENSG00000073969",0.01,"0.48",2,"reg_17-44790001-45090000-300_ENSG00000073969_NSF.png","17-44790001-45090000-300"
"1390","WNT3","ENSG00000108379",0.33,"0.027",4,"reg_17-44790001-45090000-300_ENSG00000108379_WNT3.png","17-44790001-45090000-300"
"1391","WNT9B","ENSG00000158955",-0.22,"0.9",2,"reg_17-44790001-45090000-300_ENSG00000158955_WNT9B.png","17-44790001-45090000-300"
"1392","GOSR2","ENSG00000108433",0.28,"0.052",3,"reg_17-44790001-45090000-300_ENSG00000108433_GOSR2.png","17-44790001-45090000-300"
"1393","RP11-156P1.2","ENSG00000262633",NA,"NA",0,NA,"17-44790001-45090000-300"
"1394","RPRML","ENSG00000179673",-0.22,"0.87",1,"reg_17-44790001-45090000-300_ENSG00000179673_RPRML.png","17-44790001-45090000-300"
"1395","CDC27","ENSG00000004897",0.12,"0.24",3,"reg_17-45180001-45510000-330_ENSG00000004897_CDC27.png","17-45180001-45510000-330"
"1396","MYL4","ENSG00000198336",0.26,"0.083",2,"reg_17-45180001-45510000-330_ENSG00000198336_MYL4.png","17-45180001-45510000-330"
"1397","ITGB3","ENSG00000259207",0.12,"0.25",4,"reg_17-45180001-45510000-330_ENSG00000259207_ITGB3.png","17-45180001-45510000-330"
"1398","ITGB3","ENSG00000259753",NA,"NA",0,NA,"17-45180001-45510000-330"
"1399","EFCAB13","ENSG00000178852",0.31,"0.038",4,"reg_17-45180001-45510000-330_ENSG00000178852_EFCAB13.png","17-45180001-45510000-330"
"1400","NPEPPS","ENSG00000141279",0.33,"0.027",1,"reg_17-45690001-46650000-960_ENSG00000141279_NPEPPS.png","17-45690001-46650000-960"
"1401","KPNB1","ENSG00000108424",0.22,"0.11",2,"reg_17-45690001-46650000-960_ENSG00000108424_KPNB1.png","17-45690001-46650000-960"
"1402","TBKBP1","ENSG00000198933",0.42,"0.0076",2,"reg_17-45690001-46650000-960_ENSG00000198933_TBKBP1.png","17-45690001-46650000-960"
"1403","TBX21","ENSG00000073861",-0.17,"0.82",1,"reg_17-45690001-46650000-960_ENSG00000073861_TBX21.png","17-45690001-46650000-960"
"1404","OSBPL7","ENSG00000006025",NA,"NA",0,NA,"17-45690001-46650000-960"
"1405","MRPL10","ENSG00000159111",0.06,"0.37",1,"reg_17-45690001-46650000-960_ENSG00000159111_MRPL10.png","17-45690001-46650000-960"
"1406","LRRC46","ENSG00000141294",-0.05,"0.6",1,"reg_17-45690001-46650000-960_ENSG00000141294_LRRC46.png","17-45690001-46650000-960"
"1407","SCRN2","ENSG00000141295",0.24,"0.081",1,"reg_17-45690001-46650000-960_ENSG00000141295_SCRN2.png","17-45690001-46650000-960"
"1408","SP6","ENSG00000189120",0.08,"0.31",2,"reg_17-45690001-46650000-960_ENSG00000189120_SP6.png","17-45690001-46650000-960"
"1409","SP2","ENSG00000167182",0.14,"0.21",2,"reg_17-45690001-46650000-960_ENSG00000167182_SP2.png","17-45690001-46650000-960"
"1410","PNPO","ENSG00000108439",0.1,"0.28",2,"reg_17-45690001-46650000-960_ENSG00000108439_PNPO.png","17-45690001-46650000-960"
"1411","PRR15L","ENSG00000167183",0.25,"0.07",1,"reg_17-45690001-46650000-960_ENSG00000167183_PRR15L.png","17-45690001-46650000-960"
"1412","CDK5RAP3","ENSG00000108465",0.44,"0.0056",2,"reg_17-45690001-46650000-960_ENSG00000108465_CDK5RAP3.png","17-45690001-46650000-960"
"1413","COPZ2","ENSG00000005243",0.17,"0.16",2,"reg_17-45690001-46650000-960_ENSG00000005243_COPZ2.png","17-45690001-46650000-960"
"1414","NFE2L1","ENSG00000082641",0.4,"0.01",1,"reg_17-45690001-46650000-960_ENSG00000082641_NFE2L1.png","17-45690001-46650000-960"
"1415","CBX1","ENSG00000108468",0.07,"0.34",2,"reg_17-45690001-46650000-960_ENSG00000108468_CBX1.png","17-45690001-46650000-960"
"1416","SNX11","ENSG00000002919",0.35,"0.022",2,"reg_17-45690001-46650000-960_ENSG00000002919_SNX11.png","17-45690001-46650000-960"
"1417","SKAP1","ENSG00000141293",-0.18,"0.85",11,"reg_17-45690001-46650000-960_ENSG00000141293_SKAP1.png","17-45690001-46650000-960"
"1418","HOXB1","ENSG00000120094",0.09,"0.32",1,"reg_17-45690001-46650000-960_ENSG00000120094_HOXB1.png","17-45690001-46650000-960"
"1419","HOXB2","ENSG00000173917",0.16,"0.17",2,"reg_17-45690001-46650000-960_ENSG00000173917_HOXB2.png","17-45690001-46650000-960"
"1420","HOXB3","ENSG00000120093",0.28,"0.052",1,"reg_17-45690001-46650000-960_ENSG00000120093_HOXB3.png","17-45690001-46650000-960"
"1421","NUP85","ENSG00000125450",0.33,"0.029",2,"reg_17-73200001-73710000-510_ENSG00000125450_NUP85.png","17-73200001-73710000-510"
"1422","GGA3","ENSG00000125447",0.58,"0.00037",1,"reg_17-73200001-73710000-510_ENSG00000125447_GGA3.png","17-73200001-73710000-510"
"1423","MRPS7","ENSG00000125445",0.19,"0.14",2,"reg_17-73200001-73710000-510_ENSG00000125445_MRPS7.png","17-73200001-73710000-510"
"1424","MIF4GD","ENSG00000125457",-0.03,"0.58",1,"reg_17-73200001-73710000-510_ENSG00000125457_MIF4GD.png","17-73200001-73710000-510"
"1425","SLC25A19","ENSG00000125454",0.24,"0.081",1,"reg_17-73200001-73710000-510_ENSG00000125454_SLC25A19.png","17-73200001-73710000-510"
"1426","GRB2","ENSG00000177885",0.19,"0.14",4,"reg_17-73200001-73710000-510_ENSG00000177885_GRB2.png","17-73200001-73710000-510"
"1427","KIAA0195","ENSG00000177728",NA,"NA",0,NA,"17-73200001-73710000-510"
"1428","CASKIN2","ENSG00000177303",0.38,"0.014",2,"reg_17-73200001-73710000-510_ENSG00000177303_CASKIN2.png","17-73200001-73710000-510"
"1429","TSEN54","ENSG00000182173",0.28,"0.052",1,"reg_17-73200001-73710000-510_ENSG00000182173_TSEN54.png","17-73200001-73710000-510"
"1430","LLGL2","ENSG00000073350",0.37,"0.015",3,"reg_17-73200001-73710000-510_ENSG00000073350_LLGL2.png","17-73200001-73710000-510"
"1431","MYO15B","ENSG00000266714",0.25,"0.07",3,"reg_17-73200001-73710000-510_ENSG00000266714_MYO15B.png","17-73200001-73710000-510"
"1432","RECQL5","ENSG00000108469",0.29,"0.044",2,"reg_17-73200001-73710000-510_ENSG00000108469_RECQL5.png","17-73200001-73710000-510"
"1433","SMIM5","ENSG00000204323",0.22,"0.11",1,"reg_17-73200001-73710000-510_ENSG00000204323_SMIM5.png","17-73200001-73710000-510"
"1434","SMIM6","ENSG00000259120",-0.02,"0.55",1,"reg_17-73200001-73710000-510_ENSG00000259120_SMIM6.png","17-73200001-73710000-510"
"1435","SAP30BP","ENSG00000161526",0.15,"0.19",2,"reg_17-73200001-73710000-510_ENSG00000161526_SAP30BP.png","17-73200001-73710000-510"
"1436","CCDC57","ENSG00000176155",0.22,"0.11",4,"reg_17-80070001-80340000-270_ENSG00000176155_CCDC57.png","17-80070001-80340000-270"
"1437","SLC16A3","ENSG00000141526",0.07,"0.34",2,"reg_17-80070001-80340000-270_ENSG00000141526_SLC16A3.png","17-80070001-80340000-270"
"1438","CSNK1D","ENSG00000141551",0.36,"0.019",2,"reg_17-80070001-80340000-270_ENSG00000141551_CSNK1D.png","17-80070001-80340000-270"
"1439","AC132872.2","ENSG00000268852",NA,"NA",0,NA,"17-80070001-80340000-270"
"1440","CD7","ENSG00000173762",-0.04,"0.59",1,"reg_17-80070001-80340000-270_ENSG00000173762_CD7.png","17-80070001-80340000-270"
"1441","SECTM1","ENSG00000141574",-0.28,"0.95",2,"reg_17-80070001-80340000-270_ENSG00000141574_SECTM1.png","17-80070001-80340000-270"
"1442","TEX19","ENSG00000182459",0.08,"0.32",1,"reg_17-80070001-80340000-270_ENSG00000182459_TEX19.png","17-80070001-80340000-270"
"1443","UTS2R","ENSG00000181408",0.43,"0.015",1,"reg_17-80070001-80340000-270_ENSG00000181408_UTS2R.png","17-80070001-80340000-270"
"1444","UQCRFS1","ENSG00000169021",0.1,"0.28",2,"reg_19-28500001-31830000-3330_ENSG00000169021_UQCRFS1.png","19-28500001-31830000-3330"
"1445","VSTM2B","ENSG00000187135",0.31,"0.055",2,"reg_19-28500001-31830000-3330_ENSG00000187135_VSTM2B.png","19-28500001-31830000-3330"
"1446","POP4","ENSG00000105171",0.39,"0.013",1,"reg_19-28500001-31830000-3330_ENSG00000105171_POP4.png","19-28500001-31830000-3330"
"1447","PLEKHF1","ENSG00000166289",0.41,"0.0085",1,"reg_19-28500001-31830000-3330_ENSG00000166289_PLEKHF1.png","19-28500001-31830000-3330"
"1448","C19orf12","ENSG00000131943",0.45,"0.0045",1,"reg_19-28500001-31830000-3330_ENSG00000131943_C19orf12.png","19-28500001-31830000-3330"
"1449","CCNE1","ENSG00000105173",0.28,"0.052",1,"reg_19-28500001-31830000-3330_ENSG00000105173_CCNE1.png","19-28500001-31830000-3330"
"1450","URI1","ENSG00000105176",0.37,"0.015",4,"reg_19-28500001-31830000-3330_ENSG00000105176_URI1.png","19-28500001-31830000-3330"
"1451","ZNF536","ENSG00000198597",-0.07,"0.64",18,"reg_19-28500001-31830000-3330_ENSG00000198597_ZNF536.png","19-28500001-31830000-3330"
"1452","AC020952.1","ENSG00000268953",NA,"NA",0,NA,"19-28500001-31830000-3330"
"1453","TSHZ3","ENSG00000121297",0.01,"0.47",3,"reg_19-28500001-31830000-3330_ENSG00000121297_TSHZ3.png","19-28500001-31830000-3330"
"1454","ZNF507","ENSG00000168813",0.45,"0.0045",2,"reg_19-31860001-33480000-1620_ENSG00000168813_ZNF507.png","19-31860001-33480000-1620"
"1455","AC007773.3","ENSG00000269093",NA,"NA",0,NA,"19-31860001-33480000-1620"
"1456","DPY19L3","ENSG00000178904",0.33,"0.027",4,"reg_19-31860001-33480000-1620_ENSG00000178904_DPY19L3.png","19-31860001-33480000-1620"
"1457","PDCD5","ENSG00000105185",0.4,"0.01",1,"reg_19-31860001-33480000-1620_ENSG00000105185_PDCD5.png","19-31860001-33480000-1620"
"1458","ANKRD27","ENSG00000105186",0.46,"0.0036",4,"reg_19-31860001-33480000-1620_ENSG00000105186_ANKRD27.png","19-31860001-33480000-1620"
"1459","RGS9BP","ENSG00000186326",0.35,"0.022",1,"reg_19-31860001-33480000-1620_ENSG00000186326_RGS9BP.png","19-31860001-33480000-1620"
"1460","NUDT19","ENSG00000213965",0.46,"0.0036",1,"reg_19-31860001-33480000-1620_ENSG00000213965_NUDT19.png","19-31860001-33480000-1620"
"1461","TDRD12","ENSG00000173809",NA,"NA",0,NA,"19-31860001-33480000-1620"
"1462","SLC7A9","ENSG00000021488",0.39,"0.011",3,"reg_19-31860001-33480000-1620_ENSG00000021488_SLC7A9.png","19-31860001-33480000-1620"
"1463","CEP89","ENSG00000121289",0.54,"0.00083",4,"reg_19-31860001-33480000-1620_ENSG00000121289_CEP89.png","19-31860001-33480000-1620"
"1464","C19orf40","ENSG00000131944",NA,"NA",0,NA,"19-31860001-33480000-1620"
"1465","RHPN2","ENSG00000131941",0.37,"0.015",3,"reg_19-31860001-33480000-1620_ENSG00000131941_RHPN2.png","19-31860001-33480000-1620"
"1466","RHPN2","ENSG00000131941",0.37,"0.015",3,"reg_19-33510001-33600000-90_ENSG00000131941_RHPN2.png","19-33510001-33600000-90"
"1467","GPATCH1","ENSG00000076650",0.46,"0.0036",1,"reg_19-33510001-33600000-90_ENSG00000076650_GPATCH1.png","19-33510001-33600000-90"
"1468","WDR88","ENSG00000166359",0.5,"0.002",2,"reg_19-33630001-35340000-1710_ENSG00000166359_WDR88.png","19-33630001-35340000-1710"
"1469","LRP3","ENSG00000130881",-0.14,"0.79",2,"reg_19-33630001-35340000-1710_ENSG00000130881_LRP3.png","19-33630001-35340000-1710"
"1470","SLC7A10","ENSG00000130876",0.13,"0.23",1,"reg_19-33630001-35340000-1710_ENSG00000130876_SLC7A10.png","19-33630001-35340000-1710"
"1471","CEBPA","ENSG00000245848",-0.38,"0.99",1,"reg_19-33630001-35340000-1710_ENSG00000245848_CEBPA.png","19-33630001-35340000-1710"
"1472","CEBPG","ENSG00000153879",0.36,"0.019",2,"reg_19-33630001-35340000-1710_ENSG00000153879_CEBPG.png","19-33630001-35340000-1710"
"1473","PEPD","ENSG00000124299",0.25,"0.07",5,"reg_19-33630001-35340000-1710_ENSG00000124299_PEPD.png","19-33630001-35340000-1710"
"1474","CHST8","ENSG00000124302",-0.38,"0.99",6,"reg_19-33630001-35340000-1710_ENSG00000124302_CHST8.png","19-33630001-35340000-1710"
"1475","KCTD15","ENSG00000153885",0.07,"0.34",2,"reg_19-33630001-35340000-1710_ENSG00000153885_KCTD15.png","19-33630001-35340000-1710"
"1476","LSM14A","ENSG00000257103",0.18,"0.15",3,"reg_19-33630001-35340000-1710_ENSG00000257103_LSM14A.png","19-33630001-35340000-1710"
"1477","KIAA0355","ENSG00000166398",0.33,"0.027",4,"reg_19-33630001-35340000-1710_ENSG00000166398_KIAA0355.png","19-33630001-35340000-1710"
"1478","GPI","ENSG00000105220",0.45,"0.0045",3,"reg_19-33630001-35340000-1710_ENSG00000105220_GPI.png","19-33630001-35340000-1710"
"1479","RP11-618P17.4","ENSG00000266953",NA,"NA",0,NA,"19-33630001-35340000-1710"
"1480","PDCD2L","ENSG00000126249",0.36,"0.019",1,"reg_19-33630001-35340000-1710_ENSG00000126249_PDCD2L.png","19-33630001-35340000-1710"
"1481","UBA2","ENSG00000126261",0.31,"0.038",3,"reg_19-33630001-35340000-1710_ENSG00000126261_UBA2.png","19-33630001-35340000-1710"
"1482","WTIP","ENSG00000142279",0.08,"0.31",2,"reg_19-33630001-35340000-1710_ENSG00000142279_WTIP.png","19-33630001-35340000-1710"
"1483","SCGB2B2","ENSG00000205209",0.24,"0.085",4,"reg_19-33630001-35340000-1710_ENSG00000205209_SCGB2B2.png","19-33630001-35340000-1710"
"1484","ZNF302","ENSG00000089335",0.23,"0.092",1,"reg_19-33630001-35340000-1710_ENSG00000089335_ZNF302.png","19-33630001-35340000-1710"
"1485","ZNF181","ENSG00000197841",0.18,"0.15",1,"reg_19-33630001-35340000-1710_ENSG00000197841_ZNF181.png","19-33630001-35340000-1710"
"1486","ZNF599","ENSG00000153896",0.29,"0.044",2,"reg_19-33630001-35340000-1710_ENSG00000153896_ZNF599.png","19-33630001-35340000-1710"
"1487","ZNF30","ENSG00000168661",0.14,"0.21",2,"reg_19-35370001-36060000-690_ENSG00000168661_ZNF30.png","19-35370001-36060000-690"
"1488","ZNF792","ENSG00000180884",0.2,"0.12",1,"reg_19-35370001-36060000-690_ENSG00000180884_ZNF792.png","19-35370001-36060000-690"
"1489","GRAMD1A","ENSG00000089351",0.35,"0.022",2,"reg_19-35370001-36060000-690_ENSG00000089351_GRAMD1A.png","19-35370001-36060000-690"
"1490","SCN1B","ENSG00000105711",-0.02,"0.55",1,"reg_19-35370001-36060000-690_ENSG00000105711_SCN1B.png","19-35370001-36060000-690"
"1491","HPN","ENSG00000105707",0.29,"0.044",2,"reg_19-35370001-36060000-690_ENSG00000105707_HPN.png","19-35370001-36060000-690"
"1492","AC020907.1","ENSG00000179066",NA,"NA",0,NA,"19-35370001-36060000-690"
"1493","FXYD3","ENSG00000089356",-0.33,"0.97",2,"reg_19-35370001-36060000-690_ENSG00000089356_FXYD3.png","19-35370001-36060000-690"
"1494","LGI4","ENSG00000153902",0.32,"0.031",1,"reg_19-35370001-36060000-690_ENSG00000153902_LGI4.png","19-35370001-36060000-690"
"1495","FXYD1","ENSG00000266964",-0.08,"0.68",1,"reg_19-35370001-36060000-690_ENSG00000266964_FXYD1.png","19-35370001-36060000-690"
"1496","FXYD7","ENSG00000221946",0.15,"0.19",2,"reg_19-35370001-36060000-690_ENSG00000221946_FXYD7.png","19-35370001-36060000-690"
"1497","FXYD5","ENSG00000089327",0.33,"0.027",1,"reg_19-35370001-36060000-690_ENSG00000089327_FXYD5.png","19-35370001-36060000-690"
"1498","FAM187B","ENSG00000177558",0.2,"0.14",1,"reg_19-35370001-36060000-690_ENSG00000177558_FAM187B.png","19-35370001-36060000-690"
"1499","LSR","ENSG00000105699",0.28,"0.052",1,"reg_19-35370001-36060000-690_ENSG00000105699_LSR.png","19-35370001-36060000-690"
"1500","USF2","ENSG00000105698",0.33,"0.027",2,"reg_19-35370001-36060000-690_ENSG00000105698_USF2.png","19-35370001-36060000-690"
"1501","HAMP","ENSG00000105697",-0.02,"0.55",1,"reg_19-35370001-36060000-690_ENSG00000105697_HAMP.png","19-35370001-36060000-690"
"1502","MAG","ENSG00000105695",-0.12,"0.75",2,"reg_19-35370001-36060000-690_ENSG00000105695_MAG.png","19-35370001-36060000-690"
"1503","CD22","ENSG00000012124",-0.16,"0.82",2,"reg_19-35370001-36060000-690_ENSG00000012124_CD22.png","19-35370001-36060000-690"
"1504","FFAR1","ENSG00000126266",0.02,"0.45",1,"reg_19-35370001-36060000-690_ENSG00000126266_FFAR1.png","19-35370001-36060000-690"
"1505","FFAR3","ENSG00000185897",-0.33,"0.96",2,"reg_19-35370001-36060000-690_ENSG00000185897_FFAR3.png","19-35370001-36060000-690"
"1506","GPR42","ENSG00000126251",-0.09,"0.68",1,"reg_19-35370001-36060000-690_ENSG00000126251_GPR42.png","19-35370001-36060000-690"
"1507","FFAR2","ENSG00000126262",0.12,"0.25",2,"reg_19-35370001-36060000-690_ENSG00000126262_FFAR2.png","19-35370001-36060000-690"
"1508","KRTDAP","ENSG00000188508",-0.35,"0.97",1,"reg_19-35370001-36060000-690_ENSG00000188508_KRTDAP.png","19-35370001-36060000-690"
"1509","DMKN","ENSG00000161249",-0.3,"0.96",2,"reg_19-35370001-36060000-690_ENSG00000161249_DMKN.png","19-35370001-36060000-690"
"1510","SBSN","ENSG00000189001",-0.14,"0.79",1,"reg_19-35370001-36060000-690_ENSG00000189001_SBSN.png","19-35370001-36060000-690"
"1511","GAPDHS","ENSG00000105679",0.42,"0.0076",2,"reg_19-35370001-36060000-690_ENSG00000105679_GAPDHS.png","19-35370001-36060000-690"
"1512","TMEM147","ENSG00000105677",0.15,"0.19",1,"reg_19-35370001-36060000-690_ENSG00000105677_TMEM147.png","19-35370001-36060000-690"
"1513","ATP4A","ENSG00000105675",0.12,"0.24",1,"reg_19-35370001-36060000-690_ENSG00000105675_ATP4A.png","19-35370001-36060000-690"
"1514","HAUS5","ENSG00000249115",0.54,"0.00083",1,"reg_19-36090001-36630000-540_ENSG00000249115_HAUS5.png","19-36090001-36630000-540"
"1515","RBM42","ENSG00000126254",0.27,"0.06",2,"reg_19-36090001-36630000-540_ENSG00000126254_RBM42.png","19-36090001-36630000-540"
"1516","ETV2","ENSG00000105672",0.28,"0.051",1,"reg_19-36090001-36630000-540_ENSG00000105672_ETV2.png","19-36090001-36630000-540"
"1517","COX6B1","ENSG00000126267",0.18,"0.15",1,"reg_19-36090001-36630000-540_ENSG00000126267_COX6B1.png","19-36090001-36630000-540"
"1518","UPK1A","ENSG00000105668",0.12,"0.26",1,"reg_19-36090001-36630000-540_ENSG00000105668_UPK1A.png","19-36090001-36630000-540"
"1519","ZBTB32","ENSG00000011590",0.04,"0.41",1,"reg_19-36090001-36630000-540_ENSG00000011590_ZBTB32.png","19-36090001-36630000-540"
"1520","KMT2B","ENSG00000272333",0.48,"0.0028",2,"reg_19-36090001-36630000-540_ENSG00000272333_KMT2B.png","19-36090001-36630000-540"
"1521","IGFLR1","ENSG00000126246",-0.06,"0.63",1,"reg_19-36090001-36630000-540_ENSG00000126246_IGFLR1.png","19-36090001-36630000-540"
"1522","AD000671.6","ENSG00000267120",NA,"NA",0,NA,"19-36090001-36630000-540"
"1523","U2AF1L4","ENSG00000161265",0.41,"0.0085",1,"reg_19-36090001-36630000-540_ENSG00000161265_U2AF1L4.png","19-36090001-36630000-540"
"1524","PSENEN","ENSG00000205155",0.36,"0.019",1,"reg_19-36090001-36630000-540_ENSG00000205155_PSENEN.png","19-36090001-36630000-540"
"1525","AC002398.9","ENSG00000188223",NA,"NA",0,NA,"19-36090001-36630000-540"
"1526","LIN37","ENSG00000267796",0.35,"0.022",2,"reg_19-36090001-36630000-540_ENSG00000267796_LIN37.png","19-36090001-36630000-540"
"1527","HSPB6","ENSG00000004776",0.2,"0.12",1,"reg_19-36090001-36630000-540_ENSG00000004776_HSPB6.png","19-36090001-36630000-540"
"1528","C19orf55","ENSG00000167595",NA,"NA",0,NA,"19-36090001-36630000-540"
"1529","ARHGAP33","ENSG00000004777",0.37,"0.015",2,"reg_19-36090001-36630000-540_ENSG00000004777_ARHGAP33.png","19-36090001-36630000-540"
"1530","PRODH2","ENSG00000250799",-0.06,"0.61",2,"reg_19-36090001-36630000-540_ENSG00000250799_PRODH2.png","19-36090001-36630000-540"
"1531","NPHS1","ENSG00000161270",0,"0.5",3,"reg_19-36090001-36630000-540_ENSG00000161270_NPHS1.png","19-36090001-36630000-540"
"1532","KIRREL2","ENSG00000126259",-0.09,"0.69",1,"reg_19-36090001-36630000-540_ENSG00000126259_KIRREL2.png","19-36090001-36630000-540"
"1533","APLP1","ENSG00000105290",-0.02,"0.55",2,"reg_19-36090001-36630000-540_ENSG00000105290_APLP1.png","19-36090001-36630000-540"
"1534","NFKBID","ENSG00000167604",NA,"NA",0,NA,"19-36090001-36630000-540"
"1535","HCST","ENSG00000126264",0.24,"0.086",1,"reg_19-36090001-36630000-540_ENSG00000126264_HCST.png","19-36090001-36630000-540"
"1536","TYROBP","ENSG00000011600",-0.01,"0.52",1,"reg_19-36090001-36630000-540_ENSG00000011600_TYROBP.png","19-36090001-36630000-540"
"1537","LRFN3","ENSG00000126243",0.18,"0.15",1,"reg_19-36090001-36630000-540_ENSG00000126243_LRFN3.png","19-36090001-36630000-540"
"1538","SDHAF1","ENSG00000205138",0.25,"0.07",1,"reg_19-36090001-36630000-540_ENSG00000205138_SDHAF1.png","19-36090001-36630000-540"
"1539","SYNE4","ENSG00000181392",0.31,"0.038",1,"reg_19-36090001-36630000-540_ENSG00000181392_SYNE4.png","19-36090001-36630000-540"
"1540","ALKBH6","ENSG00000239382",0.5,"0.0018",1,"reg_19-36090001-36630000-540_ENSG00000239382_ALKBH6.png","19-36090001-36630000-540"
"1541","CLIP3","ENSG00000105270",0.2,"0.12",2,"reg_19-36090001-36630000-540_ENSG00000105270_CLIP3.png","19-36090001-36630000-540"
"1542","THAP8","ENSG00000161277",0.41,"0.0085",2,"reg_19-36090001-36630000-540_ENSG00000161277_THAP8.png","19-36090001-36630000-540"
"1543","WDR62","ENSG00000075702",0.31,"0.038",2,"reg_19-36090001-36630000-540_ENSG00000075702_WDR62.png","19-36090001-36630000-540"
"1544","OVOL3","ENSG00000105261",0.34,"0.029",1,"reg_19-36090001-36630000-540_ENSG00000105261_OVOL3.png","19-36090001-36630000-540"
"1545","POLR2I","ENSG00000105258",0.19,"0.14",1,"reg_19-36090001-36630000-540_ENSG00000105258_POLR2I.png","19-36090001-36630000-540"
"1546","TBCB","ENSG00000105254",0.36,"0.019",1,"reg_19-36090001-36630000-540_ENSG00000105254_TBCB.png","19-36090001-36630000-540"
"1547","ZNF565","ENSG00000196357",0.39,"0.011",3,"reg_19-36660001-36750000-90_ENSG00000196357_ZNF565.png","19-36660001-36750000-90"
"1548","ZNF146","ENSG00000167635",0.39,"0.013",2,"reg_19-36660001-36750000-90_ENSG00000167635_ZNF146.png","19-36660001-36750000-90"
"1549","ZFP14","ENSG00000142065",0.07,"0.34",3,"reg_19-36810001-37590000-780_ENSG00000142065_ZFP14.png","19-36810001-37590000-780"
"1550","ZFP82","ENSG00000181007",0.36,"0.019",2,"reg_19-36810001-37590000-780_ENSG00000181007_ZFP82.png","19-36810001-37590000-780"
"1551","ZNF566","ENSG00000186017",0.25,"0.07",2,"reg_19-36810001-37590000-780_ENSG00000186017_ZNF566.png","19-36810001-37590000-780"
"1552","ZNF260","ENSG00000254004",0.19,"0.14",1,"reg_19-36810001-37590000-780_ENSG00000254004_ZNF260.png","19-36810001-37590000-780"
"1553","ZNF529","ENSG00000186020",0.19,"0.14",3,"reg_19-36810001-37590000-780_ENSG00000186020_ZNF529.png","19-36810001-37590000-780"
"1554","ZNF382","ENSG00000161298",0.18,"0.15",2,"reg_19-36810001-37590000-780_ENSG00000161298_ZNF382.png","19-36810001-37590000-780"
"1555","ZNF461","ENSG00000197808",0.23,"0.092",2,"reg_19-36810001-37590000-780_ENSG00000197808_ZNF461.png","19-36810001-37590000-780"
"1556","ZNF567","ENSG00000189042",0.23,"0.092",2,"reg_19-36810001-37590000-780_ENSG00000189042_ZNF567.png","19-36810001-37590000-780"
"1557","ZNF850","ENSG00000267041",0.16,"0.17",3,"reg_19-36810001-37590000-780_ENSG00000267041_ZNF850.png","19-36810001-37590000-780"
"1558","CTD-2162K18.4","ENSG00000267260",NA,"NA",0,NA,"19-36810001-37590000-780"
"1559","ZNF790","ENSG00000197863",0.28,"0.052",2,"reg_19-36810001-37590000-780_ENSG00000197863_ZNF790.png","19-36810001-37590000-780"
"1560","ZNF345","ENSG00000251247",0.19,"0.14",3,"reg_19-36810001-37590000-780_ENSG00000251247_ZNF345.png","19-36810001-37590000-780"
"1561","ZNF829","ENSG00000185869",0.28,"0.052",2,"reg_19-36810001-37590000-780_ENSG00000185869_ZNF829.png","19-36810001-37590000-780"
"1562","ZNF568","ENSG00000198453",0.31,"0.038",4,"reg_19-36810001-37590000-780_ENSG00000198453_ZNF568.png","19-36810001-37590000-780"
"1563","ZNF420","ENSG00000197050",0.24,"0.081",5,"reg_19-36810001-37590000-780_ENSG00000197050_ZNF420.png","19-36810001-37590000-780"
"1564","CTC-454I21.3","ENSG00000267360",NA,"NA",0,NA,"19-36810001-37590000-780"
"1565","ZNF420","ENSG00000197050",0.24,"0.081",5,"reg_19-37620001-37740000-120_ENSG00000197050_ZNF420.png","19-37620001-37740000-120"
"1566","CTC-454I21.3","ENSG00000267360",NA,"NA",0,NA,"19-37620001-37740000-120"
"1567","ZNF585A","ENSG00000196967",0.2,"0.12",2,"reg_19-37620001-37740000-120_ENSG00000196967_ZNF585A.png","19-37620001-37740000-120"
"1568","ZNF585B","ENSG00000245680",0.35,"0.022",2,"reg_19-37620001-37740000-120_ENSG00000245680_ZNF585B.png","19-37620001-37740000-120"
"1569","ZNF383","ENSG00000188283",0.29,"0.044",2,"reg_19-37620001-37740000-120_ENSG00000188283_ZNF383.png","19-37620001-37740000-120"
"1570","HKR1","ENSG00000181666",0.49,"0.0022",3,"reg_19-37800001-38310000-510_ENSG00000181666_HKR1.png","19-37800001-38310000-510"
"1571","ZNF527","ENSG00000189164",0.25,"0.07",1,"reg_19-37800001-38310000-510_ENSG00000189164_ZNF527.png","19-37800001-38310000-510"
"1572","ZNF569","ENSG00000196437",0.23,"0.092",3,"reg_19-37800001-38310000-510_ENSG00000196437_ZNF569.png","19-37800001-38310000-510"
